Informazioni cronologiche,Which of these streaming platforms have you used or are currently using?,What is your age?,What gender do you most identify as?,Which of these describe you?,Where do you live?,What’s your current living situation?,What is your age?,What gender do you most identify as?,Which of these status describe you?,Where do you live?,What’s your current living situation?,What is your age?,What gender do you most identify as? ,Which of these status describe you?,Where do you live?,What’s your current living situation?,It is easy to use,It is simple to use,It is user friendly,It requires the fewest steps possible to accomplish what I want to do with it,It is flexible,Using it is effortless,I can use it without written instructions,I don't notice any inconsistencies as I use it,Both occasional and regular users would like it,I can recover from mistakes quickly and easily,I can use it successfully every time,I learned to use it quickly,I easily remember how to use it,It is easy to learn to use it,I quickly became skillful with it,I am satisfied with it,I would recommend it to a friend,It is fun to use,It works the way I want it to work,It is wonderful,I feel I need to have it,It is pleasant to use,List the most negative aspect(s) of Netflix,List the most positive aspect(s) of Netflix,When did you subscribe to Netflix?,"If you subscribed to Netflix AFTER the pandemic started, what motivated you to do it?",Do you share your Netflix account with someone else?,Are you paying for the subscription to Netflix?,Did you keep your subscription once the lockdown ended?,What type of products do you usually watch on Netflix? ,How frequently do you use Netflix?,"Overall, when you compare to how you used Netflix before and after the pandemic started, what is more suitable to you:",Is there anything else regarding the use of Netflix and the Pandemic that you'd like to share with us that we haven't covered?,It is easy to use,It is simple to use,It is user friendly,It requires the fewest steps possible to accomplish what I want to do with it,It is flexible,Using it is effortless,I can use it without written instructions,I don't notice any inconsistencies as I use it,Both occasional and regular users would like it,I can recover from mistakes quickly and easily,I can use it successfully every time,I learned to use it quickly,I easily remember how to use it,It is easy to learn to use it,I quickly became skillful with it,I am satisfied with it,I would recommend it to a friend,It is fun to use,It works the way I want it to work,It is wonderful,I feel I need to have it,It is pleasant to use,List the most negative aspect(s) of Prime Video,List the most positive aspect(s) of Prime Video,When did you subscribe to Prime Video?,"If you subscribed to Prime Video AFTER the pandemic started, what motivated you to do it?",Do you share your Prime Video account with someone else?,Are you paying for the subscription to Prime Video?,Did you keep your subscription to Prime Video once the lockdown ended?,What type of products do you usually watch on Prime Video? ,How frequently do you use Prime Video?,"Overall, when you compare to how you used Prime Video before and after the pandemic started, what is more suitable to you:",Is there anything else regarding the use of Prime Video and the Pandemic that you'd like to share with us that we haven't covered?,Netflix is easy to use,Netflix is simple to use,Netflix is user friendly,Netflix requires the fewest steps possible to accomplish what I want to do with it,Netflix is flexible,Using Netflix is effortless,I can use Netflix without written instructions,I don't notice any inconsistencies as I use Netflix,Both occasional and regular users would like Netflix,I can recover from mistakes quickly and easily,I can use Netflix successfully every time,I learned to use Netflix quickly,I easily remember how to use Netflix,Netflix is easy to learn to use it,I quickly became skillful with it,I am satisfied with Netflix,I would recommend Netflix to a friend,Netflix is fun to use,Netflix works the way I want it to work,Netflix is wonderful,I feel I need to have Netflix,Netflix is pleasant to use,List the most negative aspect(s) of Netflix,List the most positive aspect(s) of Netflix,When did you subscribe to Netflix?,"If you subscribed to Netflix AFTER the pandemic started, what motivated you to do it?",Do you share your Netflix account with someone else?,Are you paying for the subscription to Netflix?,Did you keep your subscription once the lockdown ended? ,What type of products do you usually watch on Netflix? ,How frequently do you use Netflix?,"Overall, when you compare to how you used Netflix before the pandemic and after, what is more suitable to you:",Is there anything else regarding the use of Netflix and the Pandemic that you'd like to share with us that we haven't covered?,Prime Video is easy to use,Prime Video is simple to use,Prime Video is user friendly,Prime Video requires the fewest steps possible to accomplish what I want to do with it,Prime Video is flexible,Using Prime Video is effortless,I can use Prime Video without written instructions,I don't notice any inconsistencies as I use Prime Video,Both occasional and regular users would like Prime Video,I can recover from mistakes quickly and easily,I can use Prime Video successfully every time,I learned to use Prime Video quickly,I easily remember how to use Prime Video,It is easy to learn to use Prime Video,I quickly became skillful with Prime Video,I am satisfied with Prime Video,I would recommend Prime Video to a friend,Prime Video is fun to use,Prime Video works the way I want it to work,Prime Video is wonderful,I feel I need to have Prime Video,Prime Video is pleasant to use,List the most negative aspect(s) of Prime Video,List the most positive aspect(s) of Prime Video,When did you subscribe to Prime Video?,"If you subscribed to Prime Video AFTER the pandemic started, what motivated you to do it?",Do you share your Prime Video account with someone else?,Are you paying for the subscription to Prime Video?,Did you keep your subscription to Prime Video once the lockdown ended?,What type of products do you usually watch on Prime Video? ,How frequently do you use Prime Video?,"Overall, when you compare to how you used Prime Video before the pandemic and after, what is more suitable to you:",Is there anything else regarding the use of Prime Video and the Pandemic that you'd like to share with us that we haven't covered?,Which device(s) do you use when streaming the content of these platforms?,Watching content on streaming platforms for you is a way to:,Which of these factors influence you the most when searching for content to watch on streaming platforms?,Do you have any consideration or thought about streaming platforms that want to share with us?
19/04/2022 0.53.52,Both platforms,,,,,,,,,,,More than 42,Male,Employed,Sénégal,I live with my spouse or partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,6,7,7,7,7,7,6,7,6,7,7,7,7,7,7,7,7,7,6,7,Geo-block content,Huge catalog,"Before the pandemic started (before February, 2020)",,"Yes, with my family",Yes,"Yes, I am still a Netflix's user","Movies, TV shows / series, Documentaries, Animated films / Cartoons",4,I use Netflix less than the time before the pandemic started,,4,4,5,5,5,5,7,5,5,6,6,6,6,6,5,5,5,6,6,5,5,5,,,"Before the pandemic started (before February, 2020)",,No,Yes,"No, I have canceled my subscription",TV shows / series,3,I can't remember,,Smartphone,"Pass the time, Keeping myself up to date with trending content","Platform recommendations, Award winning shows, New Release",
19/04/2022 1.08.17,Both platforms,,,,,,,,,,,Less than 17,Male,Student,Germany,I live with my parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7,7,7,7,7,7,6,6,7,7,7,7,6,6,6,7,6,6,2,5,,,"After the pandemic started (from February, 2020)","Considering that I was restricted to home isolation, I wanted to entertain myself with Netflix's content, A particular movie/show I wanted to watch (i.e.; La casa de Papel, Black Mirror, Stranger Things, Considering that I was saving money by not going out, I could afford to subscribe","Yes, with my family",Yes,"Yes, I am still a Netflix's user","Movies, TV shows / series, Animated films / Cartoons",4,I use Netflix more since the pandemic started,,7,7,7,6,5,6,7,7,6,7,7,7,7,7,6,5,5,6,6,5,2,6,,,"Before the pandemic started (before February, 2020)",,"Yes, with my family",No,"Yes, I am still a Prime Video's user","Movies, TV shows / series, Animated films / Cartoons",3,About the same use before and after the pandemic,,"TV, Laptop, Tablet, Smartphone","Pass the time, Release stress","Title, Graphics, Platform recommendations, Friends' recommendation",
19/04/2022 1.12.53,Both platforms,,,,,,,,,,,More than 42,Ginofobico,Student,Italy,nelle fogne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,,,"Before the pandemic started (before February, 2020)","Considering that I was restricted to home isolation, I wanted to entertain myself with Netflix's content, A particular movie/show I wanted to watch (i.e.; La casa de Papel, Black Mirror, Stranger Things, Considering that I was saving money by not going out, I could afford to subscribe, I had the possibility to subscribe to Netflix for a discounted rate, Someone shared their accounts with me so I could use Netflix for free, I purchased Netflix because I was feeling anxious, depressed, Not applicable","No, Yes, with my family, Yes, with my friends, Yes, with my partner",No,"No, I have canceled my subscription","Movies, TV shows / series, Documentaries, Animated films / Cartoons",1,About the same use before and after the pandemic started,,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,1,2,,,"Before the pandemic started (before February, 2020)","Considering that I was restricted to home isolation, I wanted to entertain myself with Prime Video's content, A particular movie/show I wanted to watch (i.e.; Contagion, Outbreak, Virus, World War Z), Considering that I was saving money by not going out, I could afford to subscribe, I had the possibility to use Prime Video together with other Amazon products, Someone shared their accounts with me so I could use Prime Video for free, I subscribed to Prime Video because I was feeling anxious, depressed, Not applicable","No, Yes, with my family, Yes, with my friends, Yes, with my partner",No,"Yes, I am still a Prime Video's user","Movies, TV shows / series, Documentaries, Animated films / Cartoons, Mo",2,I use Prime Video more since the pandemic started,,"TV, Desktop PC, Laptop, Tablet, Smartphone","Spend time with your partner/friends/family, Learn something new, Pass the time, Keeping myself up to date with trending content, Release stress","Cast, Film director, Title, Graphics, Platform recommendations, Friends' recommendation, Award winning shows, New Release, Top 10, Ko",costano assai
19/04/2022 1.45.32,Both platforms,,,,,,,,,,,Less than 17,Male,Student,canada,I live with my parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,6,5,7,7,4,6,5,5,7,7,7,7,5,7,6,6,6,4,6,the servers are down quite offten,always new shows that blow up,"Before the pandemic started (before February, 2020)",Not applicable,"Yes, with my family",No,"Yes, I am still a Netflix's user",TV shows / series,5,About the same use before and after the pandemic started,,3,3,2,4,4,4,6,3,3,3,4,3,5,2,5,3,4,2,2,3,1,2,"you need to buy everything good, every movie on imdb with a rating of 6 or less is probably on prime",great anime on the platform you can not get on other services ,"Before the pandemic started (before February, 2020)",Not applicable,"Yes, with my family",No,"Yes, I am still a Prime Video's user",Movies,2,About the same use before and after the pandemic,,"TV, Laptop, Smartphone","Pass the time, Keeping myself up to date with trending content, Release stress","Cast, Title, Graphics, Platform recommendations, Award winning shows, New Release, Top 10",
19/04/2022 1.52.50,Netflix,24-29,Female,"Student, Employed",Canada,I live with my spouse or partner,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,"Before the pandemic started (before February, 2020)",,"Yes, with my family",No,"Yes, I am still a Netflix's user",TV shows,5,I use Netflix more since the pandemic started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laptop, Tablet, Smartphone","Pass the time, Release stress","Cast, Film director",
19/04/2022 2.12.43,Both platforms,,,,,,,,,,,36-41,Male,Employed,Usa,I live with my spouse or partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,5,4,5,7,6,6,5,5,5,5,5,5,5,5,2,3,3,3,3,Often change the UI and I have to relearn how to get to things,,"Before the pandemic started (before February, 2020)",,"Yes, with my family",Yes,"Yes, I am still a Netflix's user","Movies, TV shows / series, Documentaries, Animated films / Cartoons",5,About the same use before and after the pandemic started,,4,4,5,5,4,4,6,5,6,4,4,4,4,4,4,4,5,3,4,3,4,4,,,"Before the pandemic started (before February, 2020)",,"Yes, with my family","Technically yes, it's included with my Prime membership","Yes, I am still a Prime Video's user","Movies, TV shows / series",4,About the same use before and after the pandemic,,TV,Pass the time,Graphics,
19/04/2022 3.24.51,Both platforms,,,,,,,,,,,30-35,Male,Employed,United States,I live with my spouse or partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,6,4,6,7,5,7,7,6,7,7,7,6,6,6,4,6,6,2,5,,,"Before the pandemic started (before February, 2020)",,No,Yes,"Yes, I am still a Netflix's user","Movies, TV shows / series, Documentaries, Animated films / Cartoons",3,About the same use before and after the pandemic started,,2,3,3,5,4,3,6,1,3,1,1,5,7,5,5,4,4,1,1,2,2,1,,,"Before the pandemic started (before February, 2020)",,No,Yes,"Yes, I am still a Prime Video's user","Movies, TV shows / series, Documentaries, Animated films / Cartoons",2,About the same use before and after the pandemic,,"TV, Tablet","Spend time with your partner/friends/family, Learn something new, Pass the time","Friends' recommendation, New Release, Top 10",Prefer show episodes to release all at once instead of weekly
19/04/2022 3.35.34,Both platforms,,,,,,,,,,,More than 42,Female,Employed,USA,I live with my spouse or partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,7,Can't always find something,Variety,"Before the pandemic started (before February, 2020)",Not applicable,"Yes, with my family","Yes, but not the entire fee","Yes, I am still a Netflix's user","Movies, TV shows / series",4,I use Netflix more since the pandemic started,no,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,Sometimes searching for something ,Variety,"Before the pandemic started (before February, 2020)",I had the possibility to use Prime Video together with other Amazon products,No,Part of prime,"Yes, I am still a Prime Video's user","Movies, TV shows / series",5,About the same use before and after the pandemic,no,"TV, Tablet, Smartphone","Spend time with your partner/friends/family, Pass the time, Release stress","Cast, Friends' recommendation, Award winning shows, New Release",None
19/04/2022 3.42.44,Both platforms,,,,,,,,,,,30-35,Female,"Student, Employed",Canada,I live with my spouse or partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,2,2,2,6,3,4,4,4,5,7,5,4,3,2,2,2,2,4,3,"Lack of ratings, bad sorting",,"Before the pandemic started (before February, 2020)",Not applicable,"Yes, with my family, Yes, with my partner",No,"Yes, I am still a Netflix's user","Movies, TV shows / series, Documentaries, Animated films / Cartoons",5,About the same use before and after the pandemic started,,3,3,2,2,2,2,6,3,2,4,3,5,4,3,4,3,2,2,3,2,2,2,"Lack of sorting, the extra channels you need to pay for",,"Before the pandemic started (before February, 2020)",Not applicable,"Yes, with my partner",Yes,"Yes, I am still a Prime Video's user","Movies, TV shows / series",3,About the same use before and after the pandemic,,"TV, Laptop","Spend time with your partner/friends/family, Pass the time, Release stress","Cast, Friends' recommendation, Award winning shows, New Release, Top 10",
19/04/2022 4.24.52,Both platforms,,,,,,,,,,,More than 42,Female,Employed,USA,I live with my spouse or partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,5,4,3,7,7,7,6,6,4,6,5,4,7,7,4,5,5,4,3,N,Not enough sorting categories ,"Before the pandemic started (before February, 2020)",,"Yes, with my partner",Yes,"Yes, I am still a Netflix's user","Movies, Documentaries",3,About the same use before and after the pandemic started,,6,5,6,5,4,3,6,6,7,6,5,5,6,5,5,7,7,4,4,5,3,4,Limited choices ,Prime's own series.,"After the pandemic started (from February, 2020)","A particular movie/show I wanted to watch (i.e.; Contagion, Outbreak, Virus, World War Z)","Yes, with my partner",Yes,"Yes, I am still a Prime Video's user","Movies, Documentaries",4,I use Prime Video more since the pandemic started,,TV,"Spend time with your partner/friends/family, Pass the time","Cast, Reviews",
19/04/2022 5.16.19,Both platforms,,,,,,,,,,,More than 42,Male,Employed,Australia,I live with my spouse or partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,6,6,4,3,7,7,7,7,6,7,7,7,6,7,7,6,6,4,4,5,Selection paralysis,Many options,"Before the pandemic started (before February, 2020)",Not applicable,"Yes, with my family, Yes, with my friends, Yes, with my partner",Yes,"Yes, I am still a Netflix's user","Movies, TV shows / series, Documentaries, Animated films / Cartoons",4,I use Netflix less than the time before the pandemic started,"I bought one year of Disney Plus for the pandemic, decreasing my time spent watching Netflix. ",7,7,4,4,4,3,7,7,6,7,2,7,7,7,6,3,3,3,2,2,1,2,Lousy categories and ordering,Cheap,"After the pandemic started (from February, 2020)","Considering that I was restricted to home isolation, I wanted to entertain myself with Prime Video's content, I had the possibility to use Prime Video together with other Amazon products","Yes, with my family, Yes, with my friends, Yes, with my partner",Yes,"I am subscribed, but will not re-subscribe","Movies, TV shows / series",2,I use Prime Video more since the pandemic started,,"TV, Tablet","Spend time with your partner/friends/family, Learn something new, Release stress",Genre - science fiction/fantasy,"The more platforms, the more I think about piracy. "
19/04/2022 5.20.38,Both platforms,,,,,,,,,,,30-35,Female,Employed,USA,I live with my spouse or partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,6,6,6,7,4,5,7,5,7,7,6,6,7,7,7,5,6,4,6,"The shows in the ""My List"" change order depending on which device I am using.",Downloading content to watch offline,"Before the pandemic started (before February, 2020)",Not applicable,"Yes, with my partner",Yes,"Yes, I am still a Netflix's user","Movies, TV shows / series, Documentaries",4,About the same use before and after the pandemic started,"My work/life balance remained the same throughout the Pandemic, my movie/tv watching habits were only affected by network television's delays/cancellations",5,5,5,4,6,4,5,4,4,6,6,6,6,6,6,5,4,5,5,6,2,5,Older devices cannot access content part of the IMDB-TV sponsored content,Progress in watched content syncs across devices.,"Before the pandemic started (before February, 2020)",Not applicable,"Yes, with my partner",Yes,"Yes, I am still a Prime Video's user","Movies, TV shows / series",4,About the same use before and after the pandemic,"My work/life balance remained the same throughout the Pandemic, my movie/tv watching habits were only affected by network television's delays/cancellations","TV, Laptop, Tablet","Spend time with your partner/friends/family, Learn something new, Pass the time, Release stress","Cast, Actually reading a description of what the content is about.",Overall streaming has become Cable Wars 2.0 but I am able to manage the services I have in order to watch the content that I want to consume.
19/04/2022 6.18.50,Neither of them,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/04/2022 6.24.28,Amazon Prime Video,,,,,,30-35,Male,Employed,United Kingdom,I live by myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,4,5,5,7,6,7,7,7,7,7,7,7,5,5,4,4,3,2,5,Paid content is often mixed in with Prime content on the page so you have to constantly click the 'included with prime' button.,"The price is excellent, particularly if you buy the broader 'Amazon Prime' subscription which comes with perks like free delivery etc.","After the pandemic started (from February, 2020)",I became bored with content on Netflix so switched to Prime.,No,Yes,"Yes, I am still a Prime Video's user","Movies, TV shows / series",5,I use Prime Video more since the pandemic started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desktop PC,"Learn something new, Release stress","Cast, Film director, Award winning shows",
19/04/2022 6.27.30,Netflix,36-41,Male,Unemployed,Los Angeles ,I share a flat with roommates,,,,,,,,,,,5,5,5,5,4,6,7,5,5,4,6,6,6,6,6,5,5,4,3,3,4,3,Outside the Netflix originals you're rotating the same movies every few months,Netflix original content,"Before the pandemic started (before February, 2020)",Not applicable,No,Yes,"Yes, I am still a Netflix's user",Movies,4,About the same use before and after the pandemic started,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TV,Pass the time,"Cast, Title, Graphics, Friends' recommendation, New Release",
19/04/2022 6.59.46,Both platforms,,,,,,,,,,,More than 42,Male,Retired,United States of America ,I live by myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,4,1,4,3,7,7,4,7,7,7,7,7,7,1,1,1,1,1,1,4,"Too expensive, moving Continue Playing around",Content,"Before the pandemic started (before February, 2020)",Not applicable,"Yes, with my family",No,"No, I have canceled my subscription","TV shows / series, Documentaries, Animated films / Cartoons",1,I use Netflix less than the time before the pandemic started,I cancelled Netflix on 9/2021,2,1,1,1,4,2,7,1,1,4,7,5,1,2,1,2,5,1,1,1,3,1,Confusing UI,Content,"Before the pandemic started (before February, 2020)",Not applicable,"Yes, with my family",Yes,"Yes, I am still a Prime Video's user","TV shows / series, Documentaries, Animated films / Cartoons",6,I use Prime Video more since the pandemic started,,TV,"Pass the time, Release stress","Cast, Film director, Friends' recommendation, Award winning shows",
19/04/2022 7.34.48,Both platforms,,,,,,,,,,,24-29,Female,Employed,France,I live with my parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,,,"Before the pandemic started (before February, 2020)",,"Yes, with my family",Yes,"Yes, I am still a Netflix's user","Movies, TV shows / series, Documentaries",5,About the same use before and after the pandemic started,,5,5,5,5,5,4,4,4,3,6,5,5,5,5,5,4,4,2,2,3,4,2,,,"Before the pandemic started (before February, 2020)",,"Yes, with my family",No,"Yes, I am still a Prime Video's user","Movies, TV shows / series, Documentaries",5,About the same use before and after the pandemic,,TV,"Spend time with your partner/friends/family, Learn something new, Pass the time, Release stress","Cast, Title, Platform recommendations, Friends' recommendation, Award winning shows, New Release",
19/04/2022 8.02.20,Both platforms,,,,,,,,,,,24-29,Male,Employed,United Kingdom ,I live with my spouse or partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,"Before the pandemic started (before February, 2020)",,"Yes, with my partner",Yes,"Yes, I am still a Netflix's user","Movies, TV shows / series, Documentaries",4,About the same use before and after the pandemic started,,4,5,3,2,4,4,7,7,5,5,7,7,6,6,6,6,6,4,3,4,6,5,,,"After the pandemic started (from February, 2020)",I had the possibility to use Prime Video together with other Amazon products,"Yes, with my partner",No,"Yes, I am still a Prime Video's user","Movies, TV shows / series, Documentaries",6,I use Prime Video more since the pandemic started,,"TV, Smartphone","Spend time with your partner/friends/family, Learn something new, Pass the time, Keeping myself up to date with trending content, Release stress","Cast, Title, Graphics, Platform recommendations, Friends' recommendation, New Release",
19/04/2022 9.06.44,Both platforms,,,,,,,,,,,24-29,Male,Student,Bangladesh,I live with my parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4,5,5,5,4,5,5,5,5,5,5,5,5,5,6,5,4,5,5,5,"""profiling"" users based on their viewing activity & ratings, ""watched"" titles crowding my homepage","Easy to use, better UI/UX, extended device support","Before the pandemic started (before February, 2020)",,"Yes, with my friends","Yes, but not the entire fee","Yes, I am still a Netflix's user","Movies, TV shows / series, Animated films / Cartoons",4,I use Netflix more since the pandemic started,,3,3,2,3,4,3,3,3,4,3,3,4,3,3,3,4,4,3,2,3,4,3,"Where do I start??? Shitty UI, shitty search function, not a country specific streaming service,  multiple pages for the same TV show (one for each season), no way to ""remove"" hidden videos, no 4K or HDR or 5.1 audio on PC, no ""coming soon"" row or tab  etc.","Higher bitrates for HD titles, ""watch before they're gone"" row (although inaccurate)","Before the pandemic started (before February, 2020)",,"Yes, with my friends","Yes, but not the entire fee","Yes, I am still a Prime Video's user","Movies, TV shows / series",3,About the same use before and after the pandemic,,TV,Pass the time,"Cast, Film director, Award winning shows, New Release",
19/04/2022 9.15.49,Both platforms,,,,,,,,,,,18-23,Female,Student,Italy,I share a flat with roommates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,7,7,7,6,6,7,7,6,7,7,7,5,6,6,5,6,,,"Before the pandemic started (before February, 2020)",,"Yes, with my family",No,"Yes, I am still a Netflix's user",TV shows / series,3,I use Netflix less than the time before the pandemic started,,5,5,6,6,6,6,5,5,6,5,6,5,5,5,5,5,6,5,5,4,4,5,,,"Before the pandemic started (before February, 2020)",,"Yes, with my family",No,"Yes, I am still a Prime Video's user",TV shows / series,2,I use Prime Video less than the time before the pandemic started,,"Laptop, Smartphone","Pass the time, Release stress","Cast, Title, Graphics",
19/04/2022 9.21.53,Both platforms,,,,,,,,,,,24-29,Female,Unemployed,Austria,I live with my parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,6,7,7,7,7,5,5,7,7,7,7,7,7,5,5,6,6,6,1,6,Too many shows about teenagers,"Local series, good interface","Before the pandemic started (before February, 2020)",,"Yes, with my family","Yes, but not the entire fee","Yes, I am still a Netflix's user","Movies, TV shows / series, Animated films / Cartoons",3,About the same use before and after the pandemic started,,5,4,3,3,4,3,5,2,4,3,4,4,4,3,3,4,4,3,3,4,1,3,"Interface, Lack of a wide range of dubs, ",X-Ray,"Before the pandemic started (before February, 2020)",,"Yes, with my family",No,"Yes, I am still a Prime Video's user","Movies, TV shows / series, Animated films / Cartoons",3,About the same use before and after the pandemic,,"TV, Laptop, Smartphone","Pass the time, Release stress","Friends' recommendation, New Release",
19/04/2022 9.26.40,Both platforms,,,,,,,,,,,More than 42,Female,Employed,"Boston, MA, USA",I live with my spouse or partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,"Before the pandemic started (before February, 2020)",,"Yes, with my partner",Yes,"Yes, I am still a Netflix's user","Movies, TV shows / series, Documentaries, Animated films / Cartoons",4,About the same use before and after the pandemic started,,7,7,7,5,5,5,7,7,7,5,6,7,7,7,7,7,7,7,6,5,5,5,,,"Before the pandemic started (before February, 2020)",,"Yes, with my partner",Yes,"Yes, I am still a Prime Video's user",TV shows / series,5,About the same use before and after the pandemic,,"TV, Smartphone","Spend time with your partner/friends/family, Pass the time, Release stress","Cast, Title, Award winning shows",
19/04/2022 10.31.30,Both platforms,,,,,,,,,,,24-29,Female,Student,Italy,I share a flat with roommates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,5,4,5,7,6,3,4,4,7,7,7,6,6,6,4,5,5,5,6,You don't know how much time a film will be visible before to be deleted ,High quality of audio-video and the possibility of download some contents,"Before the pandemic started (before February, 2020)",,"Yes, with my friends",Yes,"Yes, I am still a Netflix's user","Movies, TV shows / series",3,I use Netflix less than the time before the pandemic started,"Before the pandemic I used more Netflix, and in general video streaming services. Now, if I have some spare time, even if I would like to watch a film I prefer to go out ",6,6,6,5,4,5,7,4,4,5,6,6,7,7,6,5,5,4,5,4,4,4,The fact you have to pay for some films even if you have the premium membership ,It has kind of products quite different from other similar streaming services ,"Before the pandemic started (before February, 2020)",,No,Yes,"Yes, I am still a Prime Video's user",Movies,1,I use Prime Video more since the pandemic started,,"TV, Desktop PC","Spend time with your partner/friends/family, Release stress","Film director, Platform recommendations, Award winning shows, Top 10",
19/04/2022 11.05.58,Both platforms,,,,,,,,,,,36-41,Female,Employed,Australia,I live by myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,The possibility that in future they may limit accounts to one household as I share with a friend,"lots of options, can watch anywhere","Before the pandemic started (before February, 2020)",Not applicable,yes with my parents and my old roommate ,No,"Yes, I am still a Netflix's user","Movies, TV shows / series",5,I use Netflix more since the pandemic started,,7,7,6,6,7,7,7,6,7,7,7,7,7,7,7,6,7,7,7,7,5,7,"it can be difficult to link other services (eg, Paramount Plus) without signing up via Amazon",the option to rent or buy recent cinema releases,"Before the pandemic started (before February, 2020)",Not applicable,"Yes, with my family",Yes,"Yes, I am still a Prime Video's user",TV shows / series,5,I use Prime Video less than the time before the pandemic started,,"TV, Laptop, Tablet","Pass the time, Release stress, it keeps me company while I'm working from home","Cast, Title, Graphics, New Release",
